,industry,percentage,funds_raised,stage,country,laid_off_count,month,day,year
1618,19,0.265282,157.0,12,59,3,7,21,2022
1619,9,0.265282,2800.0,13,34,4,7,20,2022
1620,21,0.2,310.0,4,59,2,7,20,2022
1621,7,0.265282,992.0,6,59,1,7,20,2022
1622,19,0.265282,48.0,4,59,1,7,20,2022
1623,27,0.02,4900.0,13,59,1,7,20,2022
1624,24,0.16,125.0,4,7,1,7,20,2022
1625,19,0.2,51.0,0,25,0,7,20,2022
1626,18,0.265282,159.0,5,59,0,7,20,2022
1627,24,0.09,58.0,3,7,0,7,20,2022
1628,10,0.265282,1.0,1,59,0,7,20,2022
1629,12,0.265282,2000.0,13,59,4,7,19,2022
1630,12,0.31,856.0,9,59,4,7,19,2022
1631,7,0.265282,323.0,6,59,0,7,19,2022
1632,23,0.265282,766.0,0,17,0,7,19,2022
1633,10,0.2,157.0,0,58,0,7,19,2022
1634,12,0.13,570.0,5,59,3,7,19,2022
1635,12,0.265282,200.0,4,59,1,7,18,2022
1636,3,0.07,423.0,0,59,1,7,18,2022
1637,17,0.1,245.0,3,59,0,7,18,2022
1638,12,0.265282,323.0,3,59,3,7,18,2022
1639,9,0.25,107.0,14,59,3,7,18,2022
1640,8,0.35,269.0,5,59,3,7,18,2022
1641,2,0.265282,157.0,14,59,3,7,18,2022
1642,2,0.06,450.0,13,59,3,7,18,2022
1643,7,0.5,31.0,2,22,2,7,15,2022
1644,15,0.05,817.0,0,59,1,7,15,2022
1645,23,0.2,265.0,0,59,0,7,15,2022
1646,17,0.265282,27.0,2,59,0,7,15,2022
1647,2,0.17,40.0,4,59,3,7,15,2022
1648,7,0.17,202.0,4,58,1,7,14,2022
1649,10,0.15,115.0,4,59,1,7,14,2022
1650,3,0.25,7.0,3,59,1,7,14,2022
1651,21,0.07,240.0,6,59,0,7,14,2022
1652,12,0.265282,560.0,6,59,3,7,14,2022
1653,1,0.265282,45.0,3,17,3,7,14,2022
1654,3,0.2,427.0,4,59,3,7,14,2022
1655,7,0.15,292.0,2,46,4,7,13,2022
1656,8,0.35,450.0,6,59,4,7,13,2022
1657,15,0.4,336.0,4,59,2,7,13,2022
1658,20,0.3,89.0,3,17,2,7,13,2022
1659,9,0.2,64.0,4,59,2,7,13,2022
1660,23,0.18,23.0,0,5,1,7,13,2022
1661,2,0.265282,120.0,4,59,0,7,13,2022
1662,27,0.265282,2100.0,5,59,0,7,13,2022
1663,27,0.3,629.0,13,58,3,7,13,2022
1664,7,0.265282,53.0,4,59,3,7,13,2022
1665,19,0.15,241.0,5,59,3,7,13,2022
1666,9,0.1,3400.0,9,59,4,7,12,2022
1667,9,0.265282,63.0,3,22,2,7,12,2022
1668,12,0.265282,1100.0,13,58,2,7,12,2022
1669,17,0.12,153.0,3,59,1,7,12,2022
1670,15,1.0,109.0,3,38,3,7,12,2022
1671,19,0.265282,1.0,13,59,3,7,12,2022
1672,23,0.265282,61.0,0,59,3,7,12,2022
1673,19,0.29,1000.0,5,58,2,7,11,2022
1674,12,0.265282,174.0,4,5,1,7,11,2022
1675,17,0.13,74.0,5,59,0,7,11,2022
1676,9,0.265282,640.0,6,59,3,7,11,2022
1677,12,0.05,225.0,5,59,3,7,11,2022
1678,3,0.5,9.0,2,59,3,7,11,2022
1679,9,0.265282,150.0,4,59,3,7,9,2022
1680,19,0.265282,184.0,4,9,4,7,8,2022
1681,9,1.0,50.0,3,59,4,7,8,2022
1682,12,0.24,127.0,3,59,2,7,8,2022
1683,17,0.03,108.0,0,59,3,7,8,2022
1684,27,0.05,3600.0,0,59,2,7,7,2022
1685,7,0.17,881.0,6,59,2,7,7,2022
1686,17,0.265282,20.0,0,59,0,7,7,2022
1687,17,0.18,78.0,3,59,0,7,7,2022
1688,12,0.24,351.0,5,59,3,7,7,2022
1689,2,0.265282,5700.0,13,59,3,7,7,2022
1690,10,0.09,496.0,4,59,2,7,6,2022
1691,23,0.265282,122.0,13,7,1,7,6,2022
1692,4,0.27,64.0,4,59,0,7,6,2022
1693,4,0.18,77.0,3,59,0,7,6,2022
1694,9,0.265282,344.0,3,59,3,7,6,2022
1695,21,0.12,788.0,0,5,4,7,5,2022
1696,17,0.3,194.0,6,59,2,7,5,2022
1697,7,0.06,322.0,0,25,2,7,5,2022
1698,4,0.1,569.0,6,59,1,7,5,2022
1699,5,0.18,240.0,5,59,0,7,5,2022
1700,3,0.08,300.0,0,20,0,7,5,2022
1701,25,0.07,583.0,2,59,0,7,5,2022
1702,7,0.33,28.0,2,59,0,7,5,2022
1703,23,0.08,71.0,4,25,0,7,5,2022
1704,2,0.12,335.0,5,25,1,7,4,2022
1705,2,0.265282,0.0,14,58,0,7,4,2022
1706,15,0.12,69.0,4,1,0,7,4,2022
1707,19,0.15,90.0,2,17,0,7,4,2022
1708,2,0.265282,26.0,4,1,3,7,4,2022
1709,9,0.265282,1300.0,4,17,4,7,3,2022
1710,3,0.25,864.0,3,59,2,7,3,2022
1711,12,0.265282,263.0,5,59,3,7,2,2022
1712,12,0.265282,2.0,1,1,3,7,2,2022
1713,7,0.1,25.0,2,1,3,7,2,2022
1714,28,1.0,26.0,3,59,1,7,1,2022
1715,27,0.06,300.0,13,59,1,7,1,2022
1716,12,0.265282,157.0,0,59,1,7,1,2022
1717,13,0.06,169.0,4,59,0,7,1,2022
1718,26,0.265282,38.0,2,59,3,7,1,2022
1719,23,0.18,310.0,13,59,4,6,30,2022
1720,5,1.0,3.0,1,22,2,6,30,2022
1721,7,0.08,480.0,0,59,0,6,30,2022
1722,23,0.2,47.0,2,59,0,6,30,2022
1723,25,0.265282,849.0,7,59,0,6,30,2022
1724,20,0.12,58.0,3,59,0,6,30,2022
1725,7,0.1,22.0,2,17,0,6,30,2022
1726,3,0.05,106.0,4,59,0,6,30,2022
1727,14,1.0,5.0,1,59,3,6,30,2022
1728,7,0.265282,7.0,2,59,3,6,30,2022
1729,21,0.15,135.0,4,59,3,6,30,2022
1730,5,0.265282,112.0,14,22,4,6,29,2022
1731,19,0.04,1300.0,13,59,2,6,29,2022
1732,2,0.08,770.0,5,59,1,6,29,2022
1733,28,0.265282,811.0,0,59,1,6,29,2022
1734,4,0.19,347.0,6,59,1,6,29,2022
1735,27,0.22,153.0,3,7,1,6,29,2022
1736,13,0.265282,8.0,0,59,1,6,29,2022
1737,27,0.2,13.0,0,22,0,6,29,2022
1738,19,0.3,25.0,3,17,0,6,29,2022
1739,27,0.25,13.0,2,59,0,6,29,2022
1740,18,0.14,82.0,3,59,0,6,29,2022
1741,23,0.265282,157.0,0,59,3,6,29,2022
1742,5,0.15,411.0,5,59,3,6,29,2022
1743,21,0.19,743.0,5,59,3,6,29,2022
1744,23,0.265282,72.0,4,59,3,6,29,2022
1745,7,1.0,90.0,6,1,3,6,29,2022
1746,3,0.3,2.0,0,9,4,6,28,2022
1747,5,0.265282,11.0,14,22,4,6,28,2022
1748,23,0.08,690.0,6,59,2,6,28,2022
1749,12,0.4,163.0,4,59,2,6,28,2022
1750,12,0.1,71.0,5,57,1,6,28,2022
1751,4,0.08,250.0,0,25,0,6,28,2022
1752,12,0.5,20.0,3,1,0,6,28,2022
1753,23,0.265282,23.0,2,1,3,6,28,2022
1754,12,0.3,41.0,3,22,3,6,28,2022
1755,23,0.1,55.0,2,48,3,6,28,2022
1756,17,0.12,1600.0,13,59,4,6,27,2022
1757,4,0.05,2000.0,13,59,2,6,27,2022
1758,23,0.04,1500.0,0,22,2,6,27,2022
1759,12,0.265282,999.0,13,59,2,6,27,2022
1760,3,0.3,13.0,13,1,1,6,27,2022
1761,4,0.25,61.0,3,59,0,6,27,2022
1762,7,0.18,283.0,0,59,3,6,27,2022
1763,17,0.265282,106.0,4,59,1,6,26,2022
1764,3,0.27,546.0,4,2,4,6,24,2022
1765,7,0.23,124.0,2,59,1,6,24,2022
1766,7,0.14,137.0,4,59,1,6,24,2022
1767,7,0.12,406.0,5,59,0,6,24,2022
1768,23,0.265282,76.0,0,59,3,6,24,2022
1769,12,0.265282,45.0,3,59,3,6,24,2022
1770,18,0.03,121900.0,13,59,4,6,23,2022
1771,25,0.09,500.0,7,59,1,6,23,2022
1772,25,0.13,19.0,0,59,0,6,23,2022
1773,7,0.07,159.0,4,59,0,6,23,2022
1774,17,0.13,10.0,0,59,0,6,23,2022
1775,19,0.12,10.0,2,59,3,6,23,2022
1776,9,1.0,1.0,1,28,3,6,23,2022
1777,19,0.265282,229.0,6,59,3,6,23,2022
1778,21,0.1,472.0,5,59,3,6,23,2022
1779,12,0.18,1000.0,0,59,3,6,23,2022
1780,18,0.2,111.0,3,25,3,6,23,2022
1781,5,0.2,461.0,6,59,2,6,22,2022
1782,25,0.35,410.0,13,59,1,6,22,2022
1783,21,0.265282,171.0,4,59,1,6,22,2022
1784,26,0.265282,429.0,13,59,1,6,22,2022
1785,27,0.07,261.0,4,59,0,6,22,2022
1786,27,0.1,515.0,5,59,0,6,22,2022
1787,24,0.265282,51.0,3,59,0,6,22,2022
1788,9,0.16,134.0,4,7,0,6,22,2022
1789,18,0.265282,157.0,0,30,3,6,22,2022
1790,9,0.5,13.0,1,1,3,6,22,2022
1791,7,0.2,460.0,3,5,4,6,21,2022
1792,26,0.0,279.0,13,59,1,6,21,2022
1793,17,0.3,40.0,0,59,0,6,21,2022
1794,20,0.08,248.0,5,59,0,6,21,2022
1795,9,0.03,202.0,4,10,3,6,21,2022
1796,5,1.0,0.0,1,22,3,6,21,2022
1797,4,0.1,109.0,4,59,3,6,21,2022
1798,3,0.3,157.0,0,48,4,6,20,2022
1799,12,1.0,7.0,0,59,2,6,20,2022
1800,23,0.12,1000.0,6,48,2,6,20,2022
1801,9,0.3,12.0,0,22,1,6,20,2022
1802,23,0.55,27.0,2,7,0,6,20,2022
1803,6,0.15,145.0,4,1,0,6,20,2022
1804,18,0.2,32.0,0,59,3,6,20,2022
1805,23,0.3,112.0,4,22,2,6,19,2022
1806,3,0.05,30.0,3,57,0,6,19,2022
1807,5,0.03,838.0,9,22,2,6,18,2022
1808,2,0.265282,9400.0,0,9,2,6,17,2022
1809,7,0.13,646.0,6,59,1,6,17,2022
1810,25,0.2,49.0,3,59,0,6,17,2022
1811,9,0.05,430.0,3,59,1,6,16,2022
1812,21,0.15,178.0,5,59,1,6,16,2022
1813,12,0.265282,1600.0,0,22,0,6,16,2022
1814,12,0.5,50.0,2,59,3,6,16,2022
1815,23,0.17,169.0,4,15,4,6,15,2022
1816,7,0.13,900.0,0,7,2,6,15,2022
1817,9,0.1,863.0,6,59,2,6,15,2022
1818,14,0.25,213.0,5,59,2,6,15,2022
1819,18,0.15,65.0,0,25,1,6,15,2022
1820,19,0.23,83.0,3,59,0,6,15,2022
1821,2,0.265282,7.0,0,12,0,6,15,2022
1822,18,0.05,223.0,6,25,0,6,15,2022
1823,15,0.3,20.0,2,7,0,6,15,2022
1824,5,0.265282,93.0,3,39,3,6,15,2022
1825,21,1.0,44.0,3,59,3,6,15,2022
1826,3,0.18,549.0,13,59,4,6,14,2022
1827,21,0.08,319.0,13,59,4,6,14,2022
1828,21,0.1,1600.0,13,59,4,6,14,2022
1829,12,0.15,36.0,0,5,1,6,14,2022
1830,12,0.33,6.0,2,22,1,6,14,2022
1831,10,0.265282,6.0,1,10,0,6,14,2022
1832,3,0.1,204.0,5,59,0,6,14,2022
1833,7,0.265282,376.0,4,10,3,6,14,2022
1834,9,0.265282,157.0,0,48,3,6,14,2022
1835,3,0.2,1000.0,6,59,4,6,13,2022
1836,18,0.33,65.0,3,59,1,6,13,2022
1837,5,0.4,50.0,3,59,0,6,13,2022
1838,13,0.265282,152.0,4,59,3,6,13,2022
1839,19,0.12,811.0,13,59,3,6,13,2022
1840,3,0.05,156.0,0,48,4,6,10,2022
1841,15,0.3,150.0,6,22,4,6,10,2022
1842,23,0.1,1000.0,0,17,2,6,10,2022
1843,12,0.2,11.0,0,5,1,6,10,2022
1844,7,0.15,133.0,0,58,1,6,10,2022
1845,7,0.08,175.0,4,59,0,6,10,2022
1846,21,0.265282,6.0,0,59,3,6,10,2022
1847,13,0.265282,22.0,3,59,3,6,10,2022
1848,21,0.2,2100.0,0,9,3,6,10,2022
1849,25,0.25,926.0,4,59,4,6,9,2022
1850,23,0.15,79.0,13,59,4,6,9,2022
1851,23,0.15,157.0,0,52,2,6,9,2022
1852,15,0.07,1100.0,6,59,1,6,9,2022
1853,13,0.4,82.0,3,59,1,6,9,2022
1854,23,0.05,56.0,13,52,1,6,9,2022
1855,23,1.0,5.0,14,59,0,6,9,2022
1856,7,0.14,61.0,5,48,0,6,9,2022
1857,5,0.05,100.0,4,59,0,6,9,2022
1858,18,0.08,22.0,4,59,3,6,9,2022
1859,27,0.11,197.0,3,59,3,6,9,2022
1860,7,0.265282,1200.0,4,17,3,6,9,2022
1861,28,0.21,839.0,13,59,4,6,8,2022
1862,27,0.265282,1600.0,6,5,2,6,8,2022
1863,12,0.15,255.0,5,59,2,6,8,2022
1864,23,0.2,26.0,0,31,1,6,8,2022
1865,2,0.4,24.0,0,52,3,6,8,2022
1866,27,0.15,2000.0,13,58,4,6,7,2022
1867,7,0.15,172.0,0,22,2,6,7,2022
1868,17,0.265282,149.0,4,23,2,6,7,2022
1869,27,0.23,783.0,13,59,2,6,7,2022
1870,25,0.265282,275.0,0,59,2,6,7,2022
1871,23,0.265282,11.0,0,59,0,6,7,2022
1872,7,0.265282,42.0,2,59,3,6,7,2022
1873,7,0.265282,35.0,3,59,3,6,7,2022
1874,21,0.5,33.0,2,61,3,6,7,2022
1875,7,0.265282,681.0,4,7,1,6,6,2022
1876,19,0.07,603.0,5,59,1,6,6,2022
1877,25,0.1,259.0,5,59,3,6,6,2022
1878,17,0.14,152.0,4,59,3,6,6,2022
1879,5,0.265282,1200.0,6,22,0,6,4,2022
1880,2,0.2,157.0,0,5,1,6,3,2022
1881,2,0.22,108.0,4,59,0,6,3,2022
1882,9,0.15,176.0,14,59,0,6,3,2022
1883,6,0.25,12.0,2,1,3,6,3,2022
1884,2,0.265282,110.0,4,59,3,6,3,2022
1885,27,0.1,20200.0,13,59,3,6,3,2022
1886,12,0.08,522.0,5,59,4,6,2,2022
1887,9,0.265282,31.0,2,5,2,6,2,2022
1888,7,0.25,286.0,6,59,2,6,2,2022
1889,1,0.5,3.0,1,22,2,6,2,2022
1890,17,0.265282,157.0,0,1,2,6,2,2022
1891,3,0.1,423.0,0,59,2,6,2,2022
1892,15,0.08,325.0,5,59,1,6,2,2022
1893,2,0.33,76.0,3,59,0,6,2,2022
1894,9,0.265282,28.0,2,59,0,6,2,2022
1895,2,0.25,197.0,4,59,0,6,2,2022
1896,5,0.265282,37.0,0,59,3,6,2,2022
1897,2,1.0,17.0,3,59,3,6,2,2022
1898,7,0.265282,202.0,3,3,3,6,2,2022
1899,27,0.1,157.0,13,34,4,6,1,2022
1900,25,0.06,750.0,7,59,2,6,1,2022
1901,5,1.0,2.0,1,22,2,6,1,2022
1902,3,0.12,250.0,0,5,1,6,1,2022
1903,7,0.1,182.0,4,58,1,6,1,2022
1904,20,0.14,203.0,4,59,0,6,1,2022
1905,5,0.265282,136.0,0,59,0,6,1,2022
1906,28,0.35,32.0,3,58,0,6,1,2022
1907,2,0.265282,202.0,5,59,0,6,1,2022
1908,21,0.1,313.0,0,59,3,6,1,2022
1909,15,0.3,17.0,1,38,3,6,1,2022
1910,2,0.06,157.0,13,25,4,5,31,2022
1911,13,0.265282,85.0,4,59,1,5,31,2022
1912,7,0.33,110.0,2,59,1,5,31,2022
1913,27,0.265282,49.0,2,25,0,5,31,2022
1914,5,0.25,26.0,2,59,0,5,31,2022
1915,12,0.265282,462.0,4,59,3,5,31,2022
1916,27,0.32,132.0,13,57,4,5,30,2022
1917,2,0.1,375.0,6,22,2,5,30,2022
1918,7,0.03,50.0,0,5,2,5,30,2022
1919,4,0.265282,36.0,0,59,3,5,30,2022
1920,5,0.3,17.0,2,22,2,5,27,2022
1921,4,0.265282,23.0,2,22,0,5,27,2022
1922,7,0.26,118.0,0,58,0,5,27,2022
1923,15,0.265282,46.0,0,59,3,5,27,2022
1924,17,0.265282,120.0,4,59,3,5,27,2022
1925,17,0.265282,192.0,0,59,3,5,27,2022
1926,23,0.13,365.0,13,5,2,5,26,2022
1927,3,0.11,378.0,4,32,1,5,26,2022
1928,9,0.265282,749.0,14,43,1,5,26,2022
1929,2,0.02,157.0,0,58,1,5,26,2022
1930,25,0.2,1900.0,5,59,4,5,25,2022
1931,7,0.27,1300.0,6,59,2,5,25,2022
1932,7,0.265282,121.0,4,59,1,5,25,2022
1933,7,0.25,53.0,3,17,1,5,25,2022
1934,7,0.2,42.0,3,17,1,5,25,2022
1935,7,0.2,70.0,3,59,0,5,25,2022
1936,15,0.31,109.0,3,38,3,5,25,2022
1937,9,0.14,1800.0,6,55,3,5,25,2022
1938,9,0.1,300.0,0,58,3,5,25,2022
1939,9,0.5,1300.0,4,17,4,5,24,2022
1940,5,0.265282,20.0,3,23,2,5,24,2022
1941,7,0.265282,256.0,5,59,0,5,24,2022
1942,7,0.1,3700.0,0,52,4,5,23,2022
1943,7,0.265282,216.0,13,59,1,5,23,2022
1944,3,0.45,11.0,2,0,1,5,23,2022
1945,4,1.0,16.0,2,25,1,5,23,2022
1946,19,0.07,537.0,4,59,1,5,23,2022
1947,2,0.2,33.0,3,59,0,5,23,2022
1948,23,0.265282,322.0,6,5,3,5,23,2022
1949,12,0.75,97.0,4,22,4,5,21,2022
1950,25,0.28,342.0,13,59,2,5,20,2022
1951,18,0.15,174.0,3,59,1,5,20,2022
1952,2,0.1,287.0,13,59,1,5,20,2022
1953,27,0.06,1300.0,8,22,4,5,19,2022
1954,5,0.07,292.0,6,22,4,5,18,2022
1955,18,0.01,121900.0,13,59,2,5,17,2022
1956,12,0.1,568.0,5,52,2,5,17,2022
1957,2,0.08,195.0,4,59,1,5,17,2022
1958,9,0.4,29.0,2,59,2,5,16,2022
1959,23,0.265282,194.0,14,59,3,5,16,2022
1960,23,0.4,60.0,14,44,4,5,14,2022
1961,12,0.265282,209.0,14,59,0,5,14,2022
1962,7,0.265282,130.0,5,59,0,5,13,2022
1963,13,1.0,157.0,3,59,3,5,13,2022
1964,8,0.265282,619.0,4,59,2,5,12,2022
1965,5,0.265282,37.0,2,59,0,5,12,2022
1966,25,0.265282,29.0,14,59,3,5,12,2022
1967,4,0.07,1000.0,8,59,1,5,11,2022
1968,27,0.12,1600.0,13,59,4,5,10,2022
1969,7,0.15,679.0,13,59,4,5,10,2022
1970,28,0.33,238.0,4,58,2,5,10,2022
1971,25,0.06,342.0,13,59,0,5,10,2022
1972,19,0.5,293.0,4,16,4,5,9,2022
1973,27,0.14,1300.0,13,59,4,5,9,2022
1974,27,0.05,1500.0,0,59,4,5,6,2022
1975,12,0.265282,0.0,14,59,1,5,6,2022
1976,5,0.03,292.0,6,22,2,5,5,2022
1977,7,0.265282,202.0,14,59,2,5,5,2022
1978,20,0.1,192.0,4,59,1,5,5,2022
1979,5,0.25,20.0,2,59,1,5,5,2022
1980,9,1.0,3.0,1,1,4,5,4,2022
1981,6,0.265282,41.0,2,59,1,5,4,2022
1982,2,0.25,165.0,0,59,1,5,4,2022
1983,7,0.3,64.0,2,59,1,5,4,2022
1984,23,0.265282,7.0,2,59,0,5,4,2022
1985,7,0.265282,128.0,4,59,0,5,4,2022
1986,7,0.3,45.0,0,1,3,5,4,2022
1987,23,0.265282,3400.0,0,59,3,5,2,2022
1988,9,0.67,45.0,3,25,4,5,1,2022
1989,12,0.265282,657.0,7,59,4,4,29,2022
1990,5,0.19,130.0,5,59,2,4,28,2022
1991,18,0.265282,121900.0,13,59,0,4,28,2022
1992,8,0.265282,157.0,0,59,1,4,27,2022
1993,7,0.09,5600.0,13,59,4,4,26,2022
1994,23,0.34,27.0,2,7,0,4,26,2022
1995,19,0.265282,277.0,14,16,1,4,25,2022
1996,17,0.265282,58.0,3,59,0,4,25,2022
1997,2,0.09,917.0,6,9,2,4,21,2022
1998,23,0.3,502.0,5,5,4,4,20,2022
1999,7,0.265282,481.0,13,59,1,4,20,2022
2000,7,0.1,665.0,13,59,2,4,19,2022
2001,21,0.04,755.0,6,5,2,4,19,2022
2002,21,0.265282,788.0,0,5,2,4,19,2022
2003,21,0.265282,905.0,0,59,3,4,19,2022
2004,13,0.11,152.0,4,59,3,4,18,2022
2005,18,0.265282,4.0,14,59,0,4,15,2022
2006,12,1.0,2.0,0,59,3,4,15,2022
2007,12,1.0,9.0,0,59,1,4,14,2022
2008,12,0.265282,255.0,5,59,3,4,14,2022
2009,27,0.14,329.0,5,59,2,4,12,2022
2010,23,0.265282,1100.0,7,22,2,4,11,2022
2011,9,0.1,176.0,14,59,0,4,8,2022
2012,5,0.17,838.0,9,22,4,4,7,2022
2013,9,0.265282,16.0,13,7,1,4,7,2022
2014,6,0.265282,752.0,6,59,4,4,5,2022
2015,7,1.0,124.0,3,59,3,4,5,2022
2016,3,0.25,0.0,1,47,1,4,4,2022
2017,18,0.38,3.0,13,7,0,4,4,2022
2018,7,0.265282,42.0,3,25,0,3,31,2022
2019,23,0.265282,8600.0,13,22,4,3,30,2022
2020,4,0.4,40.0,3,17,1,3,30,2022
2021,9,0.03,3400.0,9,59,4,3,29,2022
2022,5,0.2,22.0,13,7,2,3,29,2022
2023,23,0.265282,228.0,5,22,2,3,26,2022
2024,23,0.17,474.0,6,59,3,3,19,2022
2025,18,0.1,275.0,13,52,2,3,17,2022
2026,12,0.265282,19.0,5,59,2,3,16,2022
2027,23,0.5,62.0,3,22,4,3,15,2022
2028,21,0.46,654.0,0,59,2,3,15,2022
2029,12,0.25,8.0,13,59,3,3,15,2022
2030,7,0.2,301.0,13,59,3,3,10,2022
2031,21,0.33,905.0,0,59,4,3,8,2022
2032,12,0.12,406.0,13,59,2,3,8,2022
2033,4,0.25,289.0,6,59,2,3,3,2022
2034,12,0.265282,1400.0,7,9,4,3,2,2022
2035,23,0.15,1600.0,13,59,2,3,1,2022
2036,8,0.265282,200.0,12,59,3,2,25,2022
2037,7,0.265282,85.0,3,22,0,2,24,2022
2038,5,0.265282,24.0,2,22,2,2,21,2022
2039,27,0.5,368.0,0,59,2,2,21,2022
2040,7,0.265282,28.0,14,52,2,2,17,2022
2041,9,0.15,118.0,5,5,2,2,16,2022
2042,21,0.29,35.0,3,59,2,2,14,2022
2043,19,0.12,1000.0,5,59,2,2,10,2022
2044,9,0.2,120.0,5,59,1,2,10,2022
2045,8,0.2,1900.0,13,59,4,2,8,2022
2046,4,0.265282,78.0,3,59,3,2,7,2022
2047,21,0.2,133.0,0,59,1,2,3,2022
2048,9,0.265282,3400.0,9,59,2,1,26,2022
2049,2,0.33,266.0,6,59,1,1,26,2022
2050,7,0.265282,527.0,13,59,4,1,20,2022
2051,27,0.25,8.0,14,59,3,1,8,2022
2052,9,0.265282,8300.0,13,17,4,12,22,2021
2053,8,0.265282,200.0,12,59,3,12,8,2021
2054,21,0.09,905.0,0,59,4,12,1,2021
2055,4,0.27,46.0,14,59,1,11,18,2021
2056,21,0.25,97.0,13,59,4,11,2,2021
2057,20,0.265282,356.0,0,59,0,10,5,2021
2058,18,1.0,70.0,4,59,3,10,1,2021
2059,19,0.265282,974.0,13,59,2,9,23,2021
2060,9,0.265282,229.0,5,59,3,9,22,2021
2061,2,0.265282,78.0,14,59,3,9,15,2021
2062,5,0.9,12.0,3,59,1,9,14,2021
2063,23,0.265282,339.0,13,59,3,9,14,2021
2064,25,0.265282,1000.0,0,59,0,8,30,2021
2065,5,0.5,14.0,2,59,0,8,24,2021
2066,2,0.265282,9400.0,0,9,4,8,5,2021
2067,10,0.265282,17.0,2,22,1,7,26,2021
2068,1,1.0,1600.0,0,59,4,6,1,2021
2069,7,0.265282,53.0,0,58,3,5,5,2021
2070,5,0.265282,122.0,4,59,1,4,29,2021
2071,18,1.0,16.0,3,59,3,4,29,2021
2072,18,0.265282,165.0,5,59,0,4,26,2021
2073,13,0.07,214.5,13,59,2,4,6,2021
2074,18,0.265282,132.0,4,59,3,3,24,2021
2075,18,0.265282,37.0,14,59,1,3,9,2021
2076,13,0.265282,157.0,3,59,3,3,3,2021
2077,4,0.265282,186.0,4,59,3,3,1,2021
2078,2,0.265282,105.0,0,59,3,2,24,2021
2079,9,0.265282,194.0,0,22,2,2,23,2021
2080,27,0.4,214.2,5,22,2,2,22,2021
2081,23,0.265282,305.0,7,59,2,2,9,2021
2082,19,0.265282,1200.0,7,59,1,2,9,2021
2083,22,1.0,157.0,0,59,0,2,4,2021
2084,9,0.2,39.0,14,17,1,2,3,2021
2085,23,1.0,61.0,3,7,1,2,1,2021
2086,2,0.265282,7400.0,0,22,4,1,27,2021
2087,4,0.265282,150.0,4,58,0,1,27,2021
2088,23,0.265282,50.0,14,59,4,1,25,2021
2089,9,0.15,763.0,14,59,2,1,23,2021
2090,9,0.265282,2400.0,0,59,4,1,21,2021
2091,17,1.0,20.0,0,48,0,1,20,2021
2092,19,0.15,1700.0,13,59,4,1,13,2021
2093,7,1.0,584.0,0,59,3,1,11,2021
2094,7,1.0,15.0,14,59,3,1,7,2021
2095,5,0.265282,11.0,14,22,4,1,6,2021
2096,25,0.265282,157.0,14,59,1,12,23,2020
2097,21,0.8,131.0,5,7,2,12,16,2020
2098,4,0.265282,352.0,14,59,1,12,16,2020
2099,28,0.265282,3200.0,7,22,4,12,8,2020
2100,10,0.265282,120.0,4,59,3,11,25,2020
2101,7,0.25,3.0,1,59,0,11,19,2020
2102,21,0.5,116.0,3,59,3,11,18,2020
2103,12,1.0,45.0,3,59,2,11,17,2020
2104,12,0.4,157.0,0,59,0,11,17,2020
2105,4,0.265282,67.0,4,59,3,11,17,2020
2106,27,0.265282,95.0,4,59,3,11,17,2020
2107,23,0.5,3.8,0,59,0,11,9,2020
2108,25,1.0,14.0,2,59,3,11,5,2020
2109,23,0.5,101.6,0,59,3,11,2,2020
2110,26,0.265282,42.0,13,59,0,11,1,2020
2111,12,0.265282,12.5,2,59,1,10,29,2020
2112,21,0.08,560.0,4,59,0,10,29,2020
2113,9,0.265282,67.0,3,59,3,10,25,2020
2114,5,0.265282,8.0,2,59,0,10,23,2020
2115,18,1.0,1800.0,12,59,3,10,21,2020
2116,9,0.265282,914.0,11,23,3,10,20,2020
2117,28,0.17,656.0,6,17,1,10,14,2020
2118,17,0.265282,28.0,14,22,4,10,10,2020
2119,13,0.265282,105.0,14,59,3,10,8,2020
2120,12,0.06,356.0,5,59,1,9,29,2020
2121,18,0.265282,3.5,3,59,3,9,29,2020
2122,27,0.265282,1.54,12,58,3,9,25,2020
2123,21,0.265282,19500.0,9,9,3,9,23,2020
2124,17,0.16,18.0,2,59,3,9,16,2020
2125,4,0.95,157.9,2,59,2,9,11,2020
2126,18,0.265282,40.5,14,58,0,9,11,2020
2127,21,1.0,13.4,2,59,3,9,11,2020
2128,27,0.054,67.0,14,59,0,9,9,2020
2129,27,0.1,132.0,3,59,3,9,8,2020
2130,5,0.265282,22.8,3,59,3,9,5,2020
2131,15,0.265282,157.0,13,59,3,9,2,2020
2132,23,1.0,30.0,2,57,3,9,2,2020
2133,18,0.265282,95.2,14,59,4,9,1,2020
2134,7,0.11,97.0,0,48,0,9,1,2020
2135,28,0.1,548.0,13,22,4,8,31,2020
2136,24,0.0185,65.4,13,59,4,8,26,2020
2137,22,0.265282,157.0,14,59,3,8,26,2020
2138,13,0.265282,36.0,13,1,0,8,24,2020
2139,18,0.265282,9.5,14,59,3,8,24,2020
2140,4,0.265282,76.2,4,59,3,8,20,2020
2141,12,0.8,15.5,1,58,0,8,19,2020
2142,28,0.265282,1.3,1,17,3,8,19,2020
2143,13,1.0,10.0,2,59,3,8,18,2020
2144,2,0.265282,105.0,0,9,3,8,17,2020
