industry,percentage,funds_raised,stage,country,month,day,year,laid_off_count
5,1.0,2.0,2,5,4,24,2020,0
18,0.265282,54.0,14,59,4,24,2020,2
7,0.265282,122.0,6,58,4,24,2020,2
23,0.12,160.0,4,59,4,23,2020,1
10,0.15,583.0,4,59,4,23,2020,1
4,0.09,274.0,7,59,4,23,2020,1
12,0.05,1300.0,0,59,4,23,2020,0
17,0.265282,68.0,4,59,4,23,2020,0
15,0.01,665.0,5,59,4,23,2020,2
23,0.265282,78.0,14,59,4,23,2020,2
17,0.265282,50.0,3,59,4,23,2020,2
2,0.5,2600.0,6,59,4,22,2020,2
10,0.35,24.0,3,59,4,22,2020,0
27,0.14,52.0,2,59,4,22,2020,0
28,0.7,157.0,0,23,4,22,2020,2
4,0.265282,17.0,2,59,4,22,2020,2
25,0.265282,61.0,4,59,4,22,2020,2
1,0.1,15.0,13,1,4,22,2020,2
9,0.265282,1600.0,10,22,4,21,2020,2
7,0.265282,2200.0,0,22,4,21,2020,2
7,0.3,392.0,13,59,4,21,2020,2
2,0.1,613.0,6,59,4,21,2020,1
23,0.21,339.0,13,59,4,21,2020,1
12,0.13,42.0,3,59,4,21,2020,0
7,0.09,75.0,3,7,4,21,2020,0
18,0.13,165.0,5,59,4,21,2020,0
5,0.265282,48.0,3,59,4,21,2020,0
18,0.265282,157.0,0,59,4,21,2020,0
15,0.1,84.0,5,25,4,21,2020,0
28,0.15,521.0,5,20,4,20,2020,2
3,0.14,10.0,0,59,4,20,2020,1
17,0.25,58.0,5,59,4,20,2020,1
7,0.3,38.0,3,32,4,20,2020,1
26,0.25,1.0,1,5,4,20,2020,0
27,0.265282,71.0,4,59,4,20,2020,0
12,0.09,50.0,4,59,4,20,2020,0
12,0.03,100.0,4,59,4,20,2020,0
28,0.6,40.5,3,59,4,20,2020,2
7,1.0,126.0,6,59,4,18,2020,2
15,0.265282,293.0,5,22,4,17,2020,1
5,0.35,37.0,5,5,4,17,2020,1
22,0.28,110.0,5,59,4,17,2020,1
21,0.08,335.0,5,5,4,17,2020,1
21,0.1,263.0,4,5,4,17,2020,0
23,0.05,307.0,5,48,4,17,2020,0
5,0.265282,34.0,3,12,4,17,2020,0
9,0.1,478.0,10,59,4,17,2020,0
17,0.18,100.0,4,59,4,17,2020,0
25,0.37,1.0,0,59,4,17,2020,0
3,0.12,69.0,3,59,4,17,2020,2
19,0.38,18.0,2,59,4,17,2020,2
9,0.265282,96.0,14,59,4,17,2020,2
17,0.265282,59.0,0,7,4,17,2020,2
27,0.13,1.0,13,59,4,16,2020,1
7,0.18,42.0,3,48,4,16,2020,0
17,0.2,76.0,4,22,4,16,2020,0
17,0.265282,11.0,2,7,4,16,2020,2
17,0.265282,59.0,4,59,4,16,2020,2
23,0.265282,16.0,2,59,4,16,2020,2
17,0.265282,157.0,0,59,4,16,2020,2
3,1.0,1.0,1,59,4,16,2020,2
21,0.265282,2.0,2,59,4,16,2020,2
21,0.35,1500.0,6,59,4,15,2020,2
2,0.2,288.0,13,59,4,15,2020,1
23,0.4,19.0,4,22,4,15,2020,1
9,0.67,423.0,0,59,4,15,2020,1
7,0.16,447.0,6,59,4,15,2020,1
7,0.265282,160.0,5,23,4,15,2020,1
10,0.25,72.0,4,59,4,15,2020,0
27,0.2,40.0,2,59,4,15,2020,0
23,0.265282,51.0,3,7,4,15,2020,0
23,0.265282,34.0,4,59,4,15,2020,0
19,0.2,100.0,14,59,4,15,2020,2
2,0.3,7.0,2,23,4,15,2020,2
6,0.265282,1800.0,9,59,4,15,2020,2
23,0.1,358.0,13,59,4,14,2020,1
9,0.23,224.0,6,7,4,14,2020,1
10,0.3,59.0,3,59,4,14,2020,0
2,0.35,90.0,3,59,4,14,2020,0
2,0.265282,132.0,5,59,4,14,2020,0
4,0.265282,190.0,6,59,4,14,2020,0
10,0.265282,5.0,0,5,4,14,2020,0
7,0.265282,584.0,0,59,4,14,2020,2
28,0.265282,134.0,4,48,4,14,2020,2
23,0.44,1400.0,13,59,4,13,2020,2
27,0.1,955.0,3,59,4,13,2020,1
7,0.1,120.0,3,5,4,13,2020,0
15,0.25,12.0,2,59,4,13,2020,0
7,0.08,119.0,3,7,4,13,2020,0
18,0.265282,185.0,0,59,4,10,2020,1
28,0.16,3.0,0,59,4,10,2020,0
7,0.265282,14.0,3,5,4,10,2020,0
22,0.265282,29.0,4,59,4,10,2020,0
4,0.29,85.0,0,59,4,10,2020,0
1,0.27,35.0,3,59,4,10,2020,0
13,1.0,1.0,0,59,4,10,2020,0
18,0.31,157.0,0,59,4,10,2020,0
7,0.265282,119.0,4,59,4,10,2020,2
2,0.17,56.0,13,59,4,9,2020,2
7,0.265282,324.0,7,59,4,9,2020,1
14,0.1,410.0,3,59,4,9,2020,1
7,0.31,26.0,3,5,4,9,2020,1
4,0.1,689.0,13,59,4,9,2020,1
4,0.34,114.0,5,59,4,9,2020,1
26,0.32,59.0,3,59,4,9,2020,0
23,0.15,28.0,3,7,4,9,2020,0
4,0.05,137.5,3,59,4,9,2020,0
5,0.07,157.0,0,7,4,9,2020,0
17,0.04,32.0,0,58,4,9,2020,0
3,0.265282,18.0,0,59,4,9,2020,2
3,0.3,40.0,3,58,4,9,2020,2
7,0.265282,217.0,0,59,4,9,2020,2
2,0.45,332.0,13,59,4,8,2020,2
23,0.28,215.0,5,22,4,8,2020,1
27,0.33,95.0,4,59,4,8,2020,1
7,0.45,40.0,3,59,4,8,2020,1
22,0.4,72.0,4,59,4,8,2020,1
26,0.35,91.0,4,42,4,8,2020,1
17,0.35,64.0,4,59,4,8,2020,0
21,0.4,40.0,3,59,4,8,2020,0
17,0.05,65.0,4,59,4,8,2020,0
17,0.25,157.0,0,59,4,8,2020,0
17,0.1,106.0,4,59,4,8,2020,0
22,0.16,23.0,0,5,4,8,2020,0
20,0.1,157.0,0,7,4,8,2020,0
2,0.1,16.0,3,5,4,8,2020,0
9,0.12,26.0,2,59,4,8,2020,0
7,0.06,314.0,5,5,4,8,2020,2
17,0.265282,58.0,4,59,4,8,2020,2
28,0.1,134.0,4,48,4,8,2020,2
7,0.265282,35.0,2,59,4,8,2020,2
7,0.265282,1.0,0,36,4,8,2020,2
23,0.2,140.0,5,59,4,8,2020,2
9,0.5,902.0,7,59,4,7,2020,2
9,0.44,319.0,5,59,4,7,2020,2
12,0.53,438.0,13,59,4,7,2020,2
21,0.07,319.0,13,59,4,7,2020,1
17,0.2,367.0,6,59,4,7,2020,1
7,0.265282,157.0,0,59,4,7,2020,1
23,0.15,85.0,5,59,4,7,2020,1
12,0.265282,175.0,4,59,4,7,2020,0
23,0.1,181.0,5,59,4,7,2020,0
17,0.08,607.0,12,59,4,7,2020,0
18,0.07,190.0,0,59,4,7,2020,0
10,0.265282,157.0,0,59,4,7,2020,0
7,0.265282,99.0,4,59,4,7,2020,0
26,0.265282,15.0,2,59,4,7,2020,2
17,0.265282,41.0,12,59,4,7,2020,2
7,0.33,293.0,6,59,4,6,2020,1
17,0.2,0.7,2,5,4,6,2020,1
17,0.2,75.0,3,59,4,6,2020,1
7,0.06,157.0,0,5,4,6,2020,0
17,0.1,28.0,14,59,4,6,2020,0
26,0.14,92.0,4,59,4,6,2020,0
27,0.32,21.0,3,7,4,6,2020,0
7,0.2,72.0,3,7,4,6,2020,0
10,0.1,50.0,12,59,4,6,2020,0
3,0.265282,25.0,13,7,4,6,2020,2
28,0.265282,183.0,5,59,4,6,2020,2
4,0.265282,227.0,4,59,4,6,2020,2
0,0.25,100.0,0,59,4,5,2020,0
2,0.12,348.0,0,31,4,4,2020,0
8,0.33,300.0,5,5,4,3,2020,2
17,0.5,162.0,5,59,4,3,2020,2
28,0.42,157.0,0,5,4,3,2020,1
23,0.37,297.0,6,59,4,3,2020,1
27,0.265282,225.0,0,59,4,3,2020,1
27,0.265282,955.0,3,59,4,3,2020,1
28,0.1,157.0,0,23,4,3,2020,1
15,0.07,35.0,3,59,4,3,2020,1
23,0.13,97.0,5,59,4,3,2020,0
7,0.4,40.0,3,59,4,3,2020,0
13,0.13,247.0,5,59,4,3,2020,0
18,0.08,80.0,6,59,4,3,2020,0
12,0.25,24.0,2,7,4,3,2020,0
12,0.265282,14.0,2,59,4,3,2020,0
18,0.05,157.0,0,59,4,3,2020,0
23,0.265282,4.0,2,59,4,3,2020,0
28,0.25,157.0,0,59,4,3,2020,0
18,0.2,157.0,0,59,4,3,2020,0
4,0.265282,16.0,2,59,4,3,2020,2
10,0.265282,64.0,3,59,4,3,2020,2
28,0.265282,41.0,3,11,4,3,2020,2
10,0.265282,7.0,2,59,4,3,2020,2
22,0.265282,28.0,3,59,4,3,2020,2
21,0.5,117.0,4,59,4,3,2020,2
8,0.35,114.0,13,59,4,2,2020,2
1,0.03,1200.0,5,59,4,2,2020,1
9,0.54,112.0,4,7,4,2,2020,1
8,0.22,549.0,6,59,4,2,2020,1
8,0.25,109.0,5,17,4,2,2020,1
27,0.265282,167.0,3,52,4,2,2020,1
21,0.2,222.0,5,59,4,2,2020,1
23,0.17,253.0,5,59,4,2,2020,0
23,0.3,68.0,3,59,4,2,2020,0
25,0.265282,152.0,3,59,4,2,2020,0
10,0.25,65.0,14,59,4,2,2020,0
27,0.265282,122.0,4,22,4,2,2020,0
22,0.2,118.0,12,59,4,2,2020,0
17,0.265282,102.0,4,59,4,2,2020,0
10,0.19,114.0,6,59,4,2,2020,0
18,0.265282,50.0,5,59,4,2,2020,0
13,0.15,151.0,0,59,4,2,2020,0
10,0.265282,40.0,3,59,4,2,2020,0
17,0.07,16.0,3,59,4,2,2020,0
5,0.07,2.0,0,59,4,2,2020,0
7,0.06,8.0,0,22,4,2,2020,0
9,0.07,6.0,2,59,4,2,2020,0
21,0.5,157.0,0,59,4,2,2020,2
23,0.265282,102.0,12,22,4,2,2020,2
23,0.265282,70.0,4,59,4,2,2020,2
23,1.0,157.0,0,57,4,2,2020,2
19,0.265282,157.0,0,59,4,2,2020,2
2,0.265282,48.0,3,59,4,1,2020,1
28,0.33,157.0,0,33,4,1,2020,1
12,0.2,75.0,3,59,4,1,2020,1
17,0.12,159.0,5,59,4,1,2020,0
18,0.25,8.5,2,17,4,1,2020,0
7,0.2,190.0,4,59,4,1,2020,0
22,0.13,52.0,4,59,4,1,2020,0
7,0.09,143.0,0,22,4,1,2020,0
27,0.37,157.0,0,59,4,1,2020,0
25,0.09,100.0,4,25,4,1,2020,0
17,0.2,16.0,2,59,4,1,2020,0
28,0.265282,11.0,2,59,4,1,2020,0
7,0.2,50.0,3,7,4,1,2020,0
17,0.25,46.0,4,59,4,1,2020,0
12,0.4,15.0,2,59,4,1,2020,0
7,0.265282,157.0,0,59,4,1,2020,2
23,0.265282,197.0,5,59,4,1,2020,2
23,0.5,62.0,4,59,4,1,2020,2
1,0.265282,46.0,4,59,4,1,2020,2
17,0.6,81.0,4,59,4,1,2020,2
28,0.5,33.0,3,59,4,1,2020,2
15,0.18,227.0,5,59,3,31,2020,2
17,0.3,89.0,4,59,3,31,2020,1
2,0.41,310.0,8,59,3,31,2020,1
27,0.3,467.0,6,59,3,31,2020,1
15,0.37,69.0,5,59,3,31,2020,0
21,0.25,157.0,14,59,3,31,2020,0
17,0.265282,55.0,0,59,3,31,2020,0
22,0.265282,26.0,3,59,3,31,2020,0
8,0.04,91.0,4,59,3,31,2020,0
17,0.14,26.0,3,59,3,31,2020,0
28,0.265282,67.0,4,59,3,31,2020,2
17,0.265282,4.0,1,59,3,31,2020,2
28,0.3,116.0,3,59,3,31,2020,2
10,0.35,8.0,2,59,3,31,2020,2
7,0.265282,157.0,0,59,3,31,2020,2
13,0.265282,130.0,6,59,3,31,2020,2
2,0.3,423.0,7,59,3,30,2020,2
6,0.25,423.0,5,59,3,30,2020,1
28,0.2,48.0,3,22,3,30,2020,1
10,0.3,45.0,2,25,3,30,2020,0
7,0.3,110.0,4,59,3,30,2020,0
18,0.09,77.0,13,59,3,30,2020,0
15,0.1,157.0,0,59,3,30,2020,0
19,0.265282,110.0,6,59,3,30,2020,0
27,0.265282,82.0,2,14,3,30,2020,0
21,0.75,18.0,2,59,3,30,2020,0
23,0.265282,75.0,2,59,3,30,2020,0
9,0.5,15.0,1,59,3,30,2020,0
23,0.265282,31.0,4,59,3,30,2020,2
22,0.39,219.0,3,59,3,29,2020,2
17,1.0,25.0,3,59,3,29,2020,0
2,0.265282,13.0,2,59,3,29,2020,0
28,0.5,47.0,5,22,3,28,2020,2
21,0.265282,2250.0,9,59,3,28,2020,2
23,0.265282,541.0,7,59,3,28,2020,2
0,0.85,3000.0,0,58,3,27,2020,2
27,0.3,623.0,5,59,3,27,2020,2
2,1.0,95.0,0,48,3,27,2020,2
23,0.265282,18.0,0,59,3,27,2020,1
4,0.265282,430.0,6,59,3,27,2020,1
9,0.265282,127.0,4,59,3,27,2020,1
21,0.25,77.0,3,59,3,27,2020,1
21,0.3,560.0,4,59,3,27,2020,1
27,0.25,403.0,5,59,3,27,2020,1
27,0.2,107.0,14,59,3,27,2020,1
7,0.3,201.0,13,7,3,27,2020,1
14,0.265282,133.0,6,59,3,27,2020,1
1,0.265282,12.0,2,59,3,27,2020,0
7,0.1,49.0,3,7,3,27,2020,0
21,0.265282,263.0,4,5,3,27,2020,0
9,0.265282,20.0,1,59,3,27,2020,0
9,0.2,60.0,4,59,3,27,2020,0
22,0.2,41.0,0,59,3,27,2020,0
17,0.265282,25.0,3,59,3,27,2020,0
23,0.265282,68.0,3,59,3,27,2020,0
7,0.265282,157.0,2,5,3,27,2020,2
5,0.265282,157.0,0,59,3,27,2020,2
13,0.265282,273.0,9,59,3,27,2020,2
23,0.5,88.0,4,59,3,26,2020,2
28,0.265282,157.0,0,22,3,26,2020,1
13,0.1,149.0,7,59,3,26,2020,0
6,0.1,149.0,4,7,3,26,2020,0
27,0.265282,123.0,5,59,3,26,2020,0
21,0.75,34.0,3,59,3,26,2020,0
23,0.2,47.0,3,59,3,26,2020,0
19,1.0,5.0,1,59,3,26,2020,0
17,0.4,35.0,3,59,3,26,2020,2
28,0.25,981.0,5,59,3,25,2020,2
21,0.265282,179.1,3,59,3,25,2020,1
20,0.3,157.0,0,7,3,25,2020,1
18,0.15,157.0,0,59,3,25,2020,1
28,0.23,26.0,3,59,3,25,2020,0
17,0.28,48.0,4,59,3,25,2020,0
5,0.75,24.0,2,59,3,25,2020,0
18,0.23,35.0,3,59,3,25,2020,0
20,0.05,233.0,0,59,3,25,2020,0
4,0.265282,22.0,2,59,3,25,2020,0
21,0.265282,5.0,2,59,3,25,2020,2
2,0.3,296.0,5,59,3,25,2020,2
21,0.08,180.0,3,59,3,25,2020,2
23,0.265282,8.0,2,59,3,25,2020,2
28,0.33,359.0,5,59,3,24,2020,2
2,0.265282,157.0,0,59,3,24,2020,1
9,0.67,20.0,3,59,3,24,2020,1
21,0.3,79.0,3,59,3,24,2020,1
28,0.265282,35.0,3,59,3,24,2020,0
23,0.25,157.0,0,7,3,24,2020,2
10,0.4,47.0,0,59,3,24,2020,2
27,0.265282,117.0,5,59,3,24,2020,2
21,0.15,1600.0,8,59,3,23,2020,2
21,0.18,280.0,5,59,3,23,2020,1
23,0.5,2.0,14,59,3,23,2020,1
28,0.22,36.0,3,59,3,23,2020,0
17,0.265282,0.0,14,59,3,23,2020,0
4,0.4,7.0,0,59,3,23,2020,0
22,0.17,48.0,3,59,3,23,2020,0
7,0.25,94.0,4,59,3,23,2020,0
28,0.2,3.0,1,59,3,23,2020,2
23,0.2,70.0,4,59,3,23,2020,2
8,0.265282,164.0,3,59,3,23,2020,2
8,0.98,120.0,14,59,3,20,2020,2
28,0.265282,39.0,3,59,3,20,2020,0
13,0.5,7.0,1,7,3,20,2020,0
18,0.265282,16.0,2,59,3,20,2020,0
28,1.0,5.0,1,59,3,20,2020,2
28,0.265282,526.0,4,59,3,20,2020,2
27,0.265282,214.0,5,22,3,19,2020,1
22,1.0,157.0,0,59,3,19,2020,1
28,0.5,17.0,3,59,3,19,2020,0
28,0.265282,81.0,4,59,3,19,2020,0
25,0.265282,74.0,2,25,3,19,2020,2
8,1.0,13.0,0,59,3,19,2020,2
23,0.265282,0.0,14,59,3,19,2020,2
17,0.2,4.0,1,59,3,18,2020,0
28,0.22,79.0,4,59,3,16,2020,1
26,1.0,6.0,1,59,3,16,2020,0
28,1.0,5.1,1,59,3,16,2020,2
27,0.1,45.0,0,59,3,13,2020,0
2,0.75,1.0,1,59,3,13,2020,0
23,0.4,90.0,4,59,3,12,2020,0
15,0.265282,12.0,2,59,3,11,2020,1
